Product Name;Variations;Rating;Username;Date;Review
SEPATU PRIA NK AF! A1R F0RCE 0NE WHITE BLACK PANDA;Variasi: 43;4;shofiyyursyr;25/05/2023;Kekecilan biasanya size 43
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 1-5 ( LIVE );Variasi: 39 NET B BROKLYN;3;shohibussalam123;24/11/2023;Rusak dikit sebelah kanan
SEPATU NK AF1 AIR FORCE ONE SWOOSH 4 MOTIV WHITE BLACK D ORANGE;Variasi: putih htm gold,41;4;sindosyahrizal;09/07/2023;bagus
SEPATU NEW PRIA TERLARIS N 2002R - AKS GREY SOL CREAM;Variasi: 40;1;smarnir;07/02/2023;tidak sesuai
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 1-5;Variasi: 42 NET B BROKLYN;1;srldark;12/10/2023;sptu dtng ktor
SEPATU SNEAKERS NK UNISEX PRIA / WANITA AIR FORCE ONE FULL WHITE TERLARIS  1-5 LIVE;Variasi: af1 FULL WHITE PREM,43;1;sugian.123_xx3;28/10/2023;Barang sangat jelek sekali...ojok tuku Nang toko Iki...pasti nyesel
SEPATU PRIA NK SB DUNK LOW BW PANDA 1-5 ( LIVE );Variasi: 43;1;talia.esti.octaviany;03/11/2023;WASPADA !!! KENA TIPU DI TOKO INI.Jahitan gak rapi.. buat harga segitu menurutku gak work it. Ini sih bukan kualitas premium.. tapi kualitas 100rb.. jgn beli di toko ini.. kalo gak mau nyesel kaya saya..
SEPATU ADIDAS GRAND COURT SE MEN'S WHITE GERY BLACK 001;Variasi: AD.G pth bru'' merah,41/42;4;tasik111;08/02/2023;Halooo ayang
READY STOCK AIR JR 3 RETRO SEPATU PRIA PREMIUM QUALITY;Variasi: putih cokelat,41;4;teguh060395;28/12/2023;Makasih ka sudah sampai, sangat memuaskan barangnya
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 1-5;Variasi: 43 NET B BROKLYN;4;u*****a;24/10/2023;Sesuai dengan pemesanan, sepatu juga bagus sesuai dengan gambar Ukuran yang dikirim pas
SEPATU CORTEZ NK WHITE RED UNISEX SIZE - SEPATU PRIA- SEPATU WANITA - SEPATU UNISEX  001;Variasi: putih lis hitam,39/40;1;unniiiii;04/04/2023;pesen warna  putih lis hitam dikirim warna lis merah anjir gajelas harusnya cek dulu pesenan sebelum kirim barang tuhh!!
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 1-5;Variasi: 41 NET B BROKLYN;1;uriyantooo;13/10/2023;PESAN 41 MALAH UKURAN KEK 40
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 001;Variasi: 41 NET B BROKLYN;3;uunindarto672;07/08/2023;semoga awet , cuma agak kaku ,, tdk sesuai harapan
SEPATU SNEAKERS NK UNISEX PRIA / WANITA AIR FORCE ONE FULL WHITE TERLARIS  001;Variasi: af1 FULL WHITE PREM,40;4;uzdahsyfiya;06/05/2023;Cepet bgt smpenya
SEPATU AF1 AIR FORE ONE ATLETICCLUBE GREY LIS BLUE;Variasi: ABU LIS PUTIH,40;1;v9m14wjjmn;06/07/2023;pesanan yang di kirim tidak sesuai dengan yang di pesan
SEPATU CORTEZ UNISEX SIZE WHITE BLUE - SEPATU WANITA - SEPATU PRIA - SEPATU SENAKERS;Variasi: 41;2;vinzanovalmaulana;06/07/2023;UKURAN NYA SALAH MINTA 41 DIKIRIM 40 TAPI KUALITAS OKE
SEPATU CORTEZ NK WHITE RED UNISEX SIZE - SEPATU PRIA- SEPATU WANITA - SEPATU UNISEX  001;Variasi: putih merah,41;3;w*****_;04/03/2023;Tidak sesuai ekspektasi sepatu datang kaya bahan kardus maaf ya sya hrus review jjur soalnya kecewa jauh sm review conten nya:((
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 1-5 ( LIVE );Variasi: 39 NET B BROKLYN;4;w7n81bxukv;02/12/2023;Warna agak pudar
BEST SELLER SEPATU CORTEZ WHITE GREEN UNISEX SIZE - SEPATU PRIA - SEPATU WANITA 001;Variasi: putih navy,41;2;wahyumulyana849;31/05/2023;Minta warna putih navy Datengnya warna putih hijau gimana ini penjual toko kurang teliti🤦‍♂️😧
SEPATU PRIA TERLARIS AF1 AIR FORCE ONE ATLETIC - CLUBE ( GREY MT ) 001;Variasi: ATLETIC - ABU,40;3;wahyuyunia688;17/07/2023;Tdk sesuai dengan gambar..pesannya sepatu cowk...yg dtang malah kayak sepatu cewek
AIR FORCE ONE WOLF GREY SEPATU PRIA TERLARIS 1-5 ( LIVE );Variasi: f black grey,42;2;wandadwi_;08/12/2023;Tali sepatu nya pendek, jadi harus beli lagi
SEPATU SNEAKERS NK UNISEX PRIA / WANITA AIR FORCE ONE FULL WHITE TERLARIS  1-5 LIVE;Variasi: af1 FULL WHITE PREM,43;4;widotriamigo;09/11/2023;Sepatu ada yg minus cacat kulitnya sedikit
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 001;Variasi: 42 NET B BROKLYN;4;willzack14;10/07/2023;Tapi ada noda kotor sedikit, harapan saya dicek kembali apa lagi klu warna putih sayang banget klu sampe kotor dan nodanya tidak bisa hilang
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 1-5;Variasi: 42 NET B BROKLYN;2;y*****9;14/10/2023;Padahal sudah diingatkan dipesan ke seller untuk QC barang sebelum kirim.tapi yasudah lah
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 001;Variasi: 44 NET B BROKLYN;3;y*****a;13/08/2023;Padahal sepatunya udah oke tapi yang dikirim nomor 43 padahal yg dipesan 44. Bukannya gimana, tapi ga muat sama sekali sama kaki saya, jujur kecewa..
AM 720 FULL PUTIH SEPATU PRIA TERLARIS;Variasi: ABU KUNING,42;3;y*****g;11/07/2023;Mantap bet
NEW BEST SHOES 2022 SEPATU NEW B LOK 992 TERLARIS ( LIVE );Variasi: abu htm stablo NBlok,40;3;yanuliustel;03/12/2023;barang mantap sesuai dengan harga nya
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 1-5 ( LIVE );Variasi: 40 NET B BROKLYN;1;yatimi067;19/11/2023;Kotor dan jahitanya tidak rapi
SEPATU SNEAKERS NK UNISEX PRIA / WANITA AIR FORCE ONE FULL WHITE TERLARIS  1-5 LIVE;Variasi: af1 FULL WHITE PREM,40;1;yenii_erayanti;23/11/2023;sepatunya beratttt
SEPATU NK AF1 AIR FORCE ONE YANKESS WHITE BLACK;Variasi: 40;4;yig0je9jn9;06/05/2023;Saran aj sih, lebih di teliti modelnya biar ga apa kali
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 001;Variasi: 42 NET B BROKLYN;3;yoru.rr;03/07/2023;Beli ukuran 42, pas sampai ga sesuai ukuranya
SEPATU OS PRIA SK8 HIGH BLACK WHITE TERLARIS;Variasi: SK8 HI BW,39;1;yudasuharyono;01/02/2023;Tidak sesuai expetasi
SEPATU SNEAKERS NK UNISEX PRIA / WANITA AIR FORCE ONE FULL WHITE TERLARIS  001;Variasi: af1 FULL WHITE PREM,41;3;yulily556;11/04/2023;Kotor sepatunya agak nyesel
AIR FORCE ONE WOLF GREY SEPATU PRIA TERLARIS 1-5;Variasi: f black grey,41;4;yuyunwidantikiki;10/09/2023;Hanya saja Kok kotor ya,,,
BEST SELLER SEPATU PRIA SPORT RUNNING NEW B 2002 R - FULL GREY ( LIVE );Variasi: 42;4;z*****y;09/11/2023;Barangnya lumayan ok, pengiriman cepat, semoga awett 😍
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 1-5 ( LIVE );Variasi: 42 NET B BROKLYN;1;zan4bh6ohk;26/10/2023;terlalu sempit bagian samping ukuran pas ... sama ada minus dikit di samping tali sepatu minus banyak mending gausah beli jahitan pada jebol baru di pake 3-4× 350 gak wort it sumpah
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 1-5;Variasi: 40 NET B BROKLYN;4;zbsw3qtmuy;20/09/2023;Kardus agak cacat tapi barang aman sih
SEPATU OS OLD SKOOL VLT LX MULTI COLORS;Variasi: 43;4;zems1992;24/02/2023;mantaps pas 43 nya sesuai yg d harapkan thanks , next order lg
TERLARIS SEPATU NK AIR FORCE ONE DQ - BLACK L GREY;Variasi: 42;1;zenalmuttaqin781;25/07/2023;beli ukuran 42 tapi kecil bangat kecewa saya
SEPATU SLIPON MASTERMIND BLACK SUDE UNISEX 001;Variasi: MASTERMIND OG,38;4;zeus890;09/04/2023;Okee sipp
BEST SELLER SEPATU CORTEZ WHITE GREEN UNISEX SIZE - SEPATU PRIA - SEPATU WANITA 001;Variasi: putih hijau,39/40;2;zidansaefuloh;30/03/2023;barang tidak sesuai dengan warna yang di pesan
SEPATU PRIA NK A!R ONE AF NE - TS B BRO - KO - LYN 1-5 ( LIVE );Variasi: 41 NET B BROKLYN;4;zidnalfalah7;21/12/2023;Ada noda hitam di sepatu 🥲
BEST SELLER SEPATU CORTEZ WHITE GREEN UNISEX SIZE - SEPATU PRIA - SEPATU WANITA 001;Variasi: putih lis hitam,37/38;3;zm8v1eip0k;11/02/2023;Banyak lem lem nempel
SEPATU ERA AUTHENTIC BLCAK WHITE CLASIC UNISEX;Variasi: V ERA AU BW CLASIC,40;1;ztl2j85kkq;06/02/2023;tidak sesuai di foto, penjual membatalkan se enaknya tanpa sepengetahuan
SEPATU CORTEZ NK WHITE RED UNISEX SIZE - SEPATU PRIA- SEPATU WANITA - SEPATU UNISEX  001;Variasi: putih merah,42;3;zulfi_kar98k;08/04/2023;kurang rapi trus spt barang lama sol dalem juga ga di lem, seller kurang memperhatikan kondisi sepatu
IH 【Menahan berat 1000KG】Rak Besi Siku Kokoh 120x40x200cm Rak Gudang Serbaguna Besi 100%;Variasi: 5L(120x40×200)Tebal⬜;1;04_0718;26/12/2023;tidak sesuai expektasi
IH Meja belajar Minimalis 140✖70CM Meja kantor Meja kerja Sederhana Meja komputer;Variasi: 120*60*73CM;2;1*****d;21/11/2023;kualitas mengecewakan
IH Meja Kopi Kayu Meja Majalah sudut Meja Samping Serbaguna Meja Nakas Coffee Table;Variasi: Putih 60CM;3;3labs.id;19/12/2023;Pesen yg ukuran 60, tapi di kirimnya yg ukuran 40
140cm Meja TV kayu TV SERBAGUNA Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Murah Tv Rak;Variasi: B：120CM：Putih;3;4*****8;15/12/2023;Ekspektasiku ketinggian huhu Papannya ada yg patah 1
Ihome Meja Belajar 120cm Meja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Putih 2 layer/80CM;3;64i2okb20g;18/12/2023;lumayan bagus
IH 180cm Kasur lantai Tebal10cm/Kasur gender/Matras Kasur Single/Queen/King Velvet Soft Tilammurah foldable Mattress Floor;Variasi: 5CM（100*200）-ABU;1;6dx_tp8j7o;22/11/2023;Jueelek produknya ga kaya kasur lbh tepat bad cover
140cm Meja TV kayu TV SERBAGUNA Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Murah Tv Rak;Variasi: Putih120*30*38cm;2;8vgkui57pu;17/08/2023;kurang baik,karna ada bagian yng patah... entah ituh di proses pengiriman ny yng kurang bagus ..  atau memang dari seler ny yng kurang teliti dalam pecking barang
IH Meja Laptop Lipat Adjustable dengan Roda Meja Laptop Roda Meja Kerja Adjustable Meja Belajar Portable;Variasi: 2L Oak 80*40*70-90;1;9*****6;20/12/2023;Barang sampai dengan baik, tapi setelah unboxing ternyata ada cacat di salah 1 mejanya Untuk next lebih di cek lagi Quality controlnya
IH Meja Laptop Lipat Adjustable dengan Roda Meja Laptop Roda Meja Kerja Adjustable Meja Belajar Portable;Variasi: 2L Oak 80*40*70-90;2;9__p2jbq7_;03/11/2023;sisi meja rusak
IH Lemari Laci/Lemari Kabinet Kayu Minimalis dengan Laci/Laci Kabinet/Cubic Kitchen Set 2 Pintu Minimalis;Variasi: 6 Laci;2;Pengguna Shopee;13/10/2023;Bolongan di lemari nya ga pas, alhasil ga bisa rapet. Jd dibuka tutup bagian atas nya susah. Bentukan lemari nya jg jd ga rata gara2 bolongan mur nya ga pas. Tatakan yg di dalam lemari jg tipia sekali, triplek tipis. Sudah chat admin tp ga di respon, jd saya terpaksa kasih rating apa adanya.
IH 【Kayu padat】Meja makan Minimalis Meja Makan Murah Meja makan kayu solid;Variasi: Wood100*60*75cm;1;_*****_;20/12/2023;Pesanan tidak bisa di batalkan padahal baru ½ jam dari pembelian, alasan pengen di batalan pengen ganti ukuran yg lebih besar. Alasan seller nya pesanannya udah di kemas. Padahal pesanan baru di kirim H+3 dari waktu pemesanan. Respon seller lambat, padahal di hari kerja.saya coba chat pakai second account di balas nya cepat. Jadi permintaan saya emang sengaja di abaikan
Ihome Meja Belajar 120cm Meja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Putih 1 layer/100CM;2;_anzel;29/12/2023;Ga bisa langsung rakit mesti cari skrup pasangan dulu, skrup yg dikirim gak matching dan harusnya pke baut. Klo ga jd gak stabil. Skrupnya mahal juga sepasangnya 5000an, belinya 4 pasang.
Ihome Meja Belajar 120cm Meja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Putih 2layer/120CM;3;_wand4;21/12/2023;Lembek mejanya
IH Rak Besi Siku 5 susun Rak gudang Serbaguna Rak Aquarium 120x40x180CM;Variasi: 👍5L-90*30*180cm⬛;1;a*****0;05/12/2023;tidak sesuai dengan yang dipesan, admin tidak respon. preeetttt.
IH Rak Buku Rak Kayu Serbaguna Mini Portable Kayu Kuat dan Kokoh Minimalis Rak Rak Serbaguna Minimalis  Serbaguna Rak buku;Variasi: Kayu 72*35*15cm;2;a*****1;03/10/2023;diminta kirim coklat dateng putih, tanpa paku2nya, jd cuma papan doang
IH Meja lipat portabel Meja Belajar Meja kantor besi Meja Pelatihan Serbaguna;Variasi: 120*60CM—Kuning;3;a*****1;12/12/2023;ada beberapa. bagian yang grepes, mungkin karena terbentur2 di perjalanan
140cm Meja TV kayu TV SERBAGUNA Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Murah Tv Rak;Variasi: 👍Putih140*30*38cm;2;a*****2;19/07/2023;Untuk bagian dari papannya ada yang belah panjang dan 2 papan.
IH Meja lipat portabel Meja Belajar Meja kantor besi Meja Pelatihan Serbaguna;Variasi: 80*40CM—Hitam;2;a*****3;18/11/2023;Saya rasa dengan harga yang lumayan mahal..kualitas seperti ini kurang baik..packing nya pun asal2an..sehingga barang banyak yang ngelupas dan pada penyok..
Ihome Meja Belajar 120cm Meja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Putih 2layer/120CM;3;a*****4;29/12/2023;Tampilannya baik secara estetika, tapi rapuh jadi tengahnya harus di kasih palang lagi biar ga mleyot. Pengiriman barang ada lecet dikit tapi gapapa. Dikirimya lama banget hampir 2 minggu baru sampe
IH Meja Laptop Lipat Adjustable dengan Roda Meja Laptop Roda Meja Kerja Adjustable Meja Belajar Portable;Variasi: 1L Oak 80*40*70-90;3;a*****5;13/12/2023;bautnya sudah dol
IH Lemari Laci Kayu/Laci Susun 5 Laci-1 Pintu lemari pakaian/laci Minimalis Serbaguna/Drawerd laci;Variasi: 4Laci(76*40*83CM);2;a*****6;30/07/2023;Packing ga rapih, baut banyak yg kurang!!! Admin no respon!!! Waktu beli di bales dengan cepat giliran komplen gaada respon samasekali.
IH Meja Tulis Minimalis Meja Belajar Anak（Merah Jambu/Biru）Meja Kios Meja Kerja;Variasi: 120CM（Merah Jambu）;2;a*****7;02/11/2023;Seharusnya lebih di prioritaskan packing bahan pecah seperti ini... Inimah kardus sudah lama ditambab kurang banyak ganjelnya....
IH Stand Monitor Rak Monitor Desktop Dudukan Komputer Kayu Rak Buku Kayu;Variasi: 2 SUSUN—Putih;2;a*****8;13/08/2023;banyak dent pengiriman tanpa bubble wrap
140cm Meja TV kayu TV SERBAGUNA Rak Tv Minimalis Bufet Tv Minimalis Kayu Modern Murah Tv Rak;Variasi: 👍Kuning120*30*38cm;1;a*****_;03/12/2023;Packingannya kurang Safety jdinya Banyak Cacatnya
IH Meja Tv Minimalis Rak Tv Minimalis modern Lemari TV Bufet Tv Minimalis Kayu Modern;Variasi: White+Wood-120CM;3;a*****_;09/12/2023;bahan nya tipis banget, ngerakitnya susah karna ga ada panduannya, bautnya pun kurang hadehhhhh pengiriman lama bgt sampenya...
IH Meja Laptop Lipat Adjustable dengan Roda Meja Laptop Roda Meja Kerja Adjustable Meja Belajar Portable;Variasi: 2L Oak 80*40*70-90;2;a*****a;31/10/2023;Mejanya bagus instalasi cukup seru, namun fatal pada bagian papan meja dan rangka tidak sesuai posisi dan perhitungan ukuran lobang mur meja dengan rangka tidak sesuai bisa dilihat pada foto yg dikirim, seharusnya penjual crosscheck kembali ukuran dan design sebelum dikirim ke pembeli. Kalau kesalahan ada di papan variasi bawah mungkin masih bisa ditolerir tapi kesalahannya ada di papan meja utama yg mana mejanya jd tidak bisa digunakan dan harus di bor ulang sesuai ukuran rangka
IH Kursi Kerja Putar Kursi Belajar Kursi Kantor Minimalis;Variasi: 👍Hitam;1;a*****a;14/12/2023;Parah nih toko, saya pesan barang dari mulai meja belajar sampai kursi, bermasalah.
IH Cermin Gantung Dinding60cm/ - Bathroom Mirror/Cermin Aesthetic Minimalis;Variasi: Putih-40cm+Rak;2;a*****a;24/07/2023;Cerminnya lumayan, cm raknya saya minta refund krn ga bs dirakit. Respon penjual sampai dgn uang di refund sangat lambat
IH Meja lipat portabel Meja Belajar Meja kantor besi Meja Pelatihan Serbaguna;Variasi: 120*60CM—（2L）Putih;2;a*****a;22/12/2023;1. Dari warna yang saya pilih putih polos yang datang motif wood kuning, kesalahan toko 2. Bahan meja bukan multiplek tapi serbuk kayu mdf jadi hpl nya banyak mengelupas 3. Di setiap sudutan meja ada yang hancur, mungkin saat pengiriman/sortir pihak ekspedisi kurang berhati-hati sehingga meja sering terbentur
Ihome Meja Belajar 120cmMeja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Putih 1 layer/80CM;2;a*****a;30/09/2023;adminnya dichat no respon sudah 2hari, dibuku panduannya ada part yang kurang niatnya hanya ingin konfirmasi. semoga lebih baik kedepannya ya.
IH Meja lipat portabel Meja Belajar Meja kantor besi Meja Pelatihan Serbaguna;Variasi: 80*40CM—Putih;1;a*****b;23/12/2023;sdh sya wanti2 no cacat, tyt cacat bekas dipasang krn papan sdh bolong tp bautnya tdk ada, dan pinggirnya pecah bolak balik terpaksa sya lakban
IH Lemari Laci Kayu Laci Susun 5 Laci-1 Pintu lemari pakaian Laci Minimalis Serbaguna Drawerd laci;Variasi: （4+2）Laci;3;a*****d;15/12/2023;Lambat banget pengirimannya katanya 1-2 hari kerja dikirim ini harus tunggu sampe 5 hari baru di proses, plus jasa pengirimannya lambat bgt!!! Pesanan ku sampe di tempat butuh waktu 14hari, admin nya juga ngga solutif padahal udah nanyain terus. Barang sih ok aja
IH Stand Hanger Kayu/Gantungan Berdiri/Gantungan Baju/Rack Gantungan Tas Dan Topi Multifungsi/Coat Rack 8 hook;Variasi: Cokelat.;2;a*****e;22/10/2023;Gak kokoh ternyta, ttp mleyot:(. Karna sambungan tiangnya gk pas huhu
IH Kursi Cafe Minimalis Kursi Makan Kursi Belajar Kursi Milenial Dining Chair;Variasi: Putih;2;a*****f;06/10/2023;Bagus
IH Kursi Rias Modern Kursi Kafe Nordic Kursi Bar Kursi Elegan Murah;Variasi: Merah Jambu;2;a*****i;06/10/2023;Paket terlama yg prnh aq beli..PO sebulan br dikirim guys..beli tgl 9..smpe tgl 30..di cancel gk di gubris..bilangnya dkirim2 trs tp g smpe2
IH Kursi cafe Kursi Kerja Putar Kursi bar Minimalis kursi salon;Variasi: B：Putih;1;a*****l;26/12/2023;Wkwkwk.... pesan kursi , yg datang apaa tauu...
IH 【Menahan berat 1000KG】Rak Besi Siku Kokoh 40x120x200cm Rak Gudang Serbaguna Besi 100%;Variasi: 5L(120x40×200)Besi⬛;2;a*****m;08/08/2023;rak tidak mampu menahan bebas 150 kg di tiap ambalan nya. di janjikan bisa 1000 kg
Ihome Meja belajar Meja kerja Meja Tulis Meja Belajar dengan Rak Buku Meja komputer meja desktop rumah meja tulis sederhana Meja kantor;Variasi: 👍Putih 120*50*111cm;2;a*****n;27/11/2023;Banyak yg Kekelupas ujung2nya hmm dahlah
IH Lemari Laci 5 susun/Drawer pakaian/Lemari Pakaian Serbaguna Drawer/lemari pakaian laci/lemari kabinet kayu;Variasi: 5Laci（3+2）;1;a*****o;28/12/2023;Unclear instructions, slow response admin, bad packing dan baut kurang semua
IH Meja lipat portabel Meja Belajar Meja kantor besi Meja Pelatihan Serbaguna;Variasi: 100*50CM—Putih;2;a*****o;01/08/2023;Kurang memuaskan,, Barang Penyok semua
IH 180cm Kasur lantai Tebal10cm/Kasur gender/Matras Kasur Single/Queen/King Velvet Soft Tilammurah foldable Mattress Floor;Variasi: 5CM（100*200）-ABU;3;a*****o;28/12/2023;Bingung jg klo mau d bilang alas kasur. Tp ini tipis bgt, lbh mirip selimut.
Ihome Meja Belajar 120cm Meja kantor Meja komputer Meja Kamar Tidur Sederhana Dengan Rak Buku Table Computer Table Meja rias Meja Kerja;Variasi: Cokelat 2layer/120CM;1;a*****o;18/11/2023;Produk cacat, bompel, kerangka kurang kokoh,rentan patah, pengiriman sangat lama
IH Rak Sepatu Kayu Rak Serbaguna Rak Lemari Sepatu Kayu Susun Minimalis;Variasi: Sakura 80*17*120cm;1;a*****r;05/12/2023;tampilan produk tidak sesuai pesanan, pesan type sakura yg datang putihSaya gak ngerti dg bagian QC nya, ko barang seperti ini bisa lolos kirim. Pedagang kurang kooperatif saat pembeli melakukan komplain. Hanya dg mnta maaf saja, padahal saya butuh solusi dg produk ini. Beli nya pakai uang bukan pakai daun. Ini pelajaran buat saya dan yg lain, hati-hati dan lebih teliti lagi saat ingin order di toko ini. Semoga saja uangnya berkah. Sehat selalu boss
Ihome Rak Microwave Rak Oven Rak Meja Stationery Desktop Storage Rak Buku Desktop Rak Dapur Desktop Rak Serbaguna Desktop;Variasi: 3L Hitam 40*20*36cm;2;a*****s;09/11/2023;Dalam paket isinya berdebu, tidak ada upaya dibersihkan dahulu dari gudang sebelum dikirim ke pembeli. Skrup yang dikirim cuman 4 bh, semestinya 12 bh lah min. QC nya parah sih ini. Untung saya masih punya skrup gypsum warna hitam. Kualitas las di rangka besinya juga jelek ga rapih sama sekali, masih keliatan las tai ayam dan kakinya ga simetris pulak. Sangat tidak rekomen.
IH Rak Buku Kayu 6 SUSUN Rak Penyimpanan Minimalis Rak Susun Rak Buku Portable;Variasi: 6 SUSUN—Putih;2;a*****t;05/08/2023;bocel/bocel di tiap sampingnya
Meja Portable Laptop Meja Laptop Adjustable Meja Anak Meja Serbaguna;Variasi: Putih;1;a*****t;08/12/2023;jelek banget parah, barang cacat kok dijual. Gak kepake karena gabakal bisa dirakit ada beberapa alat yg gak lengkap. Buang-buang uang
Meja Nakas Minimalis Meja Samping Dengan Rak Meja Nakas Kecil 3 Susun Meja Sudut Tempat Tidur;Variasi: Putih+Biru/(3 Laci);3;a*****y;26/12/2023;Pesan 3 laci yg dateng 2 laci, POnya lama bgt. Jujur agak kecewa sama seller ini 🙏🏻
IH Meja lipat portabel Meja Belajar Meja kantor besi Meja Pelatihan Serbaguna;Variasi: 100*50CM—Kuning;3;a*****y;23/12/2023;Banyak penyok juga udh ada karat nya, mungkin penyok dr jasa kurirnya kli yaa naro nya asal di lempar dan d tumpuk², tapi klo karat bukan salah kurir keknya hmmmm
IH Stand Monitor Rak Monitor Desktop Dudukan Komputer Kayu Rak Buku Kayu;Variasi: 1 SUSUN—Hitam;2;a*****y;20/09/2023;Cukup mengecewakan, seller tidak responsif, barang cacat. mohon diperbaiki kedepannya
Ihome Meja Nakas Meja Samping Kamar Tidur Minimalis bedside table;Variasi: B：Kuning（37*30*48）;2;abagusd;01/10/2023;Standart aja. Kaki nya cuma tempel gini aja, sangat g kuat. Gagang lacinya g bisa ditempel entah karena ada baut yang kurang atau gimana. Plastik motif kayunya kerasa banget
IH Meja Kerja 120x50CM Meja Kantor Besi Meja Belajar Minimalis Meja Komputer Serbaguna Meja Tulis Dengan Rak Buku;Variasi: 👍Kuning(120CM)+Laci;1;abahnyajabbar;04/12/2023;Barang tidak sesuai pesanan, kecewa gak sesuai bayaran, toko penipu kalo cari untung jangan begitu, gak amanah, yg dipesan mejanya 120x50 yg datang 95 x 40
IH Rak Besi Siku 5 susun Rak gudang Serbaguna Rak Aquarium 120x40x180CM;Variasi: 5L（40*120*180）⬜;2;abu_hasan440;17/12/2023;kurang bagus dari metode rangkaian nya
IH [Garansi Sepuluh Tahun]Meja Kerja Meja Kantor Meja  belajar Meja kamar;Variasi: 👍A：Putih-100cm;1;adammulya1510;16/12/2023;Parah penjualnya, pesan warna putih datangnya coklat. Proses retur ya ribet. Gak mau rugi penjualnya. Malah pembeli yang menanggung kesalahan penjualan. Kurang profesional...
Ihome Meja belajar Meja kerja Meja Tulis Meja Belajar dengan Rak Buku Meja komputer meja desktop rumah meja tulis sederhana Meja kantor;Variasi: 👍Putih 120*50*111cm;1;adhe_moelyana15;02/12/2023;Sangat kecewa sekali,barang sampai hancur,tidak amanah...bahan besi holo tipis sekali, papan hancur dari lapisan kertas. Cukup itu saja.thx seller semoga lebih baik lagi
IH Meja L Meja Kantor Serbaguna Meja Kerja Meja Belajar Murah L shaped Desk;Variasi: 140cm  A;1;adhyamamprang;26/11/2023;Pengiriman lambat dari toko
IH Kursi Plastik Serbaguna Kursi makan Malam Kursi Kantor Kursi Cafe;Variasi: Abu-abu kursi;1;adirenaldy;26/11/2023;Salah warna di pesen gray yg datang blue. So bad.
IH Rak Besi Siku 5 susun Rak gudang Serbaguna Rak Aquarium 120x40x180CM;Variasi: 👍5L（40*90*180）⬛;2;adisnt8888;14/08/2023;Sangat ringkih tdk seperti yg diperkirakan
IH Rak Sepatu Susun Puff Duduk Rak Sepatu Sofa Lemari Sepatu Kayu Minimalis Lemari Sepatu Dengan Dudukan Sofa;Variasi: A（100CM）Cokelat;1;adyoes;18/11/2023;Yg dikitlrim tdk lengkap
IH Meja Belajar 120cmMeja Kerja Dengan laci/Meja Komputer/Meja Kerja & Belajar dan Rak Serbaguna Multifungsi;Variasi: PT100cm（2Li+1 pintu）;1;afsheenskin;19/12/2023;Banyak yg pecah. Pengemasan perlu diperhatikan lagi
Ihome Kursi Belajar Kursi Cafe Kursi Kerja Kursi Taman Kursi Bar Kursi Makan Minimalis Bangku Makan Kursi Eames;Variasi: C：Putih;2;agenbawang1;20/12/2023;Gak dapat baut nya . trpaksa beli sndri
IH Stand Monitor Rak Monitor Desktop Dudukan Komputer Kayu Rak Buku Kayu;Variasi: ✅2 Susun—Hitam;1;agnes.yanita;28/12/2023;Terima dr paket datang sdh rusak dan di ajukan pembatalan mintanya suru tarik pembatalan karna akan segera dikirim barang yg baru. Sdh saya info gak usa kirim baru pengembalian barang dan dana aja gak mau. Ngotot minta di tarik pengajuannya. Uda di laksanakan seminggu lebih gak ada konfirmasi penggantian barang dah di kirim belom. Di PM juga admin gak ada respon dan solusi. Kapok nuruti seller lebih baik tetep sesuai prosedur shopee aja pengajuan pembatalan karna barang tdk sesuai yg di terima. HATI2 BELANJA DI TOKO INI
